zip,donations,total,NAME,variable,estimate,moe,per_capita
21778,187,2955.6699999999983,ZCTA5 21778,population,880,260,3358.715909090907
21779,475,6884.26,ZCTA5 21779,population,1731,677,3977.042172154824
21780,227,6613.8499999999995,ZCTA5 21780,population,1975,447,3348.784810126582
21781,2,110,ZCTA5 21781,population,41,5,2682.9268292682927
21782,1239,23007.480000000003,ZCTA5 21782,population,4389,715,5242.077922077922
21783,1072,22073.15,ZCTA5 21783,population,9866,949,2237.2947496452466
21784,9655,257843.1300000003,ZCTA5 21784,population,37219,1401,6927.7285794889785
21785,28,1329,NA,NA,NA,NA,NA
21786,1,5,NA,NA,NA,NA,NA
21787,944,30285.629999999997,ZCTA5 21787,population,10879,601,2783.8615681588376
21788,2817,109285.4999999998,ZCTA5 21788,population,11412,864,9576.366982124062
21789,1,100,NA,NA,NA,NA,NA
21790,5,349.24,ZCTA5 21790,population,0,13,Inf
21791,1283,18969.599999999995,ZCTA5 21791,population,4855,783,3907.2296601441803
21792,26,355,NA,NA,NA,NA,NA
21793,2311,63179.49999999996,ZCTA5 21793,population,10882,788,5805.872082337803
21794,648,27815.850000000013,ZCTA5 21794,population,2309,465,12046.708531831968
21795,1602,25785.01000000001,ZCTA5 21795,population,9772,1035,2638.662505116661
21797,3224,169015.33999999994,ZCTA5 21797,population,9034,775,18708.804516271855
21798,331,18457.95,ZCTA5 21798,population,2699,585,6838.810670618747
21801,4484,130242.52999999998,ZCTA5 21801,population,30766,1652,4233.326724306052
21802,194,2387.96,NA,NA,NA,NA,NA
21803,82,1374.16,NA,NA,NA,NA,NA
21804,7964,177007.2200000002,ZCTA5 21804,population,38722,1490,4571.231341356341
21805,3,225,NA,NA,NA,NA,NA
21806,1,25,NA,NA,NA,NA,NA
21808,11,149,NA,NA,NA,NA,NA
21810,3,90,ZCTA5 21810,population,160,137,562.5
21811,9781,276675.0200000005,ZCTA5 21811,population,24456,739,11313.175498855106
21812,5,255,NA,NA,NA,NA,NA
21813,1012,18157.769999999997,ZCTA5 21813,population,2927,541,6203.542876665527
21814,274,5105.589999999998,ZCTA5 21814,population,81,91,63031.97530864195
21816,2,125,NA,NA,NA,NA,NA
21817,312,6336.919999999993,ZCTA5 21817,population,4138,534,1531.396810053164
21818,1,100,NA,NA,NA,NA,NA
21820,3,43,NA,NA,NA,NA,NA
21821,155,2020.34,ZCTA5 21821,population,765,218,2640.9673202614376
21822,632,12221.479999999998,ZCTA5 21822,population,2686,755,4550.06701414743
21823,1,150,NA,NA,NA,NA,NA
21824,16,166,ZCTA5 21824,population,253,150,656.1264822134387
21826,717,10358.839999999998,ZCTA5 21826,population,5569,94,1860.0897827258032
21829,17,435,ZCTA5 21829,population,394,222,1104.0609137055837
21830,383,9341.89,ZCTA5 21830,population,4837,844,1931.3396733512507
21835,19,79,ZCTA5 21835,population,382,130,206.8062827225131
21837,509,5382.609999999997,ZCTA5 21837,population,3165,441,1700.6666666666656
21838,55,1579,ZCTA5 21838,population,2219,459,711.5817936007211
21840,59,936.9400000000002,ZCTA5 21840,population,541,357,1731.866913123845
21841,349,6055.21,ZCTA5 21841,population,988,309,6128.755060728745
21842,2437,52256.51999999999,ZCTA5 21842,population,10951,524,4771.849146196693
21843,469,5810.200000000001,NA,NA,NA,NA,NA
21849,541,11445.820000000002,ZCTA5 21849,population,3366,699,3400.421865715984
21850,110,1634.26,ZCTA5 21850,population,3628,518,450.45755237045205
21851,810,13798.000000000004,ZCTA5 21851,population,7072,556,1951.0746606334849
21852,1,20,NA,NA,NA,NA,NA
21853,555,8938.869999999994,ZCTA5 21853,population,10659,673,838.6218219345149
21854,1,10,NA,NA,NA,NA,NA
21855,1,50,NA,NA,NA,NA,NA
21856,221,2715.48,ZCTA5 21856,population,924,347,2938.831168831169
21858,6,98.28,NA,NA,NA,NA,NA
21861,42,1238.16,ZCTA5 21861,population,776,188,1595.5670103092784
21862,2,20,ZCTA5 21862,population,0,13,Inf
21863,778,15254.77,ZCTA5 21863,population,4913,619,3104.9806635456953
21864,59,2239.66,ZCTA5 21864,population,778,287,2878.7403598971723
21865,284,5664.640000000003,ZCTA5 21865,population,393,173,14413.842239185758
21867,3,104,ZCTA5 21867,population,24,36,4333.333333333333
21869,178,1823.8399999999983,ZCTA5 21869,population,943,213,1934.0827147401892
21871,135,2733.2100000000005,ZCTA5 21871,population,1747,313,1564.5163136805954
21872,51,683.82,ZCTA5 21872,population,573,353,1193.4031413612568
21873,1,30,NA,NA,NA,NA,NA
21874,139,1668.7499999999998,ZCTA5 21874,population,2222,493,751.012601260126
21875,853,14828.73,ZCTA5 21875,population,7446,784,1991.5028203062045
21876,1,20,NA,NA,NA,NA,NA
21877,4,41,NA,NA,NA,NA,NA
21893,2,55,NA,NA,NA,NA,NA
21894,4,96,NA,NA,NA,NA,NA
21898,5,85,NA,NA,NA,NA,NA
2190,8,536.65,NA,NA,NA,NA,NA
21901,2086,51409.42999999997,ZCTA5 21901,population,19938,1527,2578.4647406961567
21902,44,410,ZCTA5 21902,population,251,86,1633.4661354581674
21903,1147,15152.06,ZCTA5 21903,population,5332,361,2841.721680420105
21904,1461,27753.210000000003,ZCTA5 21904,population,5975,651,4644.888702928871
21905,4,139,NA,NA,NA,NA,NA
21908,1,10,NA,NA,NA,NA,NA
21911,1120,18688.95999999996,ZCTA5 21911,population,10804,826,1729.818585708993
21912,119,4150.6,ZCTA5 21912,population,1495,465,2776.321070234114
21913,93,2956.27,ZCTA5 21913,population,878,308,3367.0501138952163
21914,114,2967.6400000000003,ZCTA5 21914,population,740,256,4010.3243243243246
21915,792,16423.720000000012,ZCTA5 21915,population,2469,415,6651.972458485222
21916,23,382,NA,NA,NA,NA,NA
21917,167,6169.52,ZCTA5 21917,population,1884,557,3274.6921443736733
21918,604,11263.31,ZCTA5 21918,population,4462,668,2524.2738682205286
21919,995,19727.17,ZCTA5 21919,population,3451,578,5716.3633729353805
21920,16,331,ZCTA5 21920,population,1089,595,303.9485766758494
21921,6975,152703.25000000015,ZCTA5 21921,population,45081,1659,3387.308400434776
21922,46,5898,NA,NA,NA,NA,NA
21925,1,100,NA,NA,NA,NA,NA
21928,2,50,NA,NA,NA,NA,NA
21929,1,100,NA,NA,NA,NA,NA
21930,55,2363,ZCTA5 21930,population,27,42,87518.51851851853
21937,1,50,NA,NA,NA,NA,NA
21942,25,561.24,NA,NA,NA,NA,NA
21943,5,160,NA,NA,NA,NA,NA
21944,16,374,NA,NA,NA,NA,NA
21945,1,35,NA,NA,NA,NA,NA
21946,1,50,NA,NA,NA,NA,NA
21947,3,105,NA,NA,NA,NA,NA
21950,2,110,NA,NA,NA,NA,NA
21953,2,12,NA,NA,NA,NA,NA
21965,21,280,NA,NA,NA,NA,NA
21975,5,163,NA,NA,NA,NA,NA
21991,2,12,NA,NA,NA,NA,NA
21993,19,221,NA,NA,NA,NA,NA
22001,2,11,NA,NA,NA,NA,NA
22014,2,55,NA,NA,NA,NA,NA
22017,1,10,NA,NA,NA,NA,NA
22027,2,250,ZCTA5 22027,population,1974,414,126.64640324214793
22042,41,200,ZCTA5 22042,population,34860,2618,5.737234652897304
22043,10,140,ZCTA5 22043,population,25843,1279,5.417327709631234
22044,23,467,ZCTA5 22044,population,14042,1297,33.25737074490813
22045,14,183,NA,NA,NA,NA,NA
22046,5,440,ZCTA5 22046,population,18007,687,24.43494196701283
22047,161,7081,NA,NA,NA,NA,NA
22050,1,25,NA,NA,NA,NA,NA
22057,16,250.72000000000003,NA,NA,NA,NA,NA
22061,2,28,NA,NA,NA,NA,NA
22066,1,100,ZCTA5 22066,population,16925,991,5.908419497784343
22075,3,63,NA,NA,NA,NA,NA
22076,2,55,NA,NA,NA,NA,NA
22078,20,660,NA,NA,NA,NA,NA
22085,1,13.43,NA,NA,NA,NA,NA
2209,1,20,NA,NA,NA,NA,NA
22093,6,266,NA,NA,NA,NA,NA
22104,2,220,NA,NA,NA,NA,NA
22113,1,3,NA,NA,NA,NA,NA
22114,13,13,NA,NA,NA,NA,NA
22117,1,10,NA,NA,NA,NA,NA
22122,21,920,NA,NA,NA,NA,NA
22124,2,13,ZCTA5 22124,population,18449,1331,0.7046452382242939
22133,22,177.86,NA,NA,NA,NA,NA
22146,5,150,NA,NA,NA,NA,NA
22150,1,10,ZCTA5 22150,population,27734,1451,0.3605682555707796
22157,1,25,NA,NA,NA,NA,NA
22192,1,10,ZCTA5 22192,population,59238,2157,0.16881056078868295
22204,1,47,ZCTA5 22204,population,52359,1590,0.8976489237762372
22205,2,29,ZCTA5 22205,population,18523,1249,1.5656211196890353
22207,2,88.25999999999999,ZCTA5 22207,population,34647,1552,2.54740670187895
22208,4,125,NA,NA,NA,NA,NA
22209,17,303.0399999999999,ZCTA5 22209,population,13173,788,23.00463068397479
22213,3,12,ZCTA5 22213,population,4150,684,2.891566265060241
22216,3,60,NA,NA,NA,NA,NA
22218,1,50,NA,NA,NA,NA,NA
22220,3,35,NA,NA,NA,NA,NA
22228,4,69,NA,NA,NA,NA,NA
22234,3,40,NA,NA,NA,NA,NA
22237,1,5,NA,NA,NA,NA,NA
22244,2,150,NA,NA,NA,NA,NA
22286,1,25,NA,NA,NA,NA,NA
22303,5,236.17,ZCTA5 22303,population,16321,1348,14.470314318975552
22304,3,60,ZCTA5 22304,population,49711,1818,1.2069763231477943
22306,7,150.72,ZCTA5 22306,population,32842,2326,4.589245478350892
22307,2,3000,ZCTA5 22307,population,10202,1026,294.05998823760046
22310,9,95,ZCTA5 22310,population,29788,1446,3.1892037061904124
22311,3,505,ZCTA5 22311,population,19531,1427,25.856330961036303
22314,3,62,ZCTA5 22314,population,35577,1285,1.7426989347050061
22315,3,17,ZCTA5 22315,population,29358,1744,0.579058518972682
22324,1,500,NA,NA,NA,NA,NA
22401,20,409,ZCTA5 22401,population,28218,41,14.494294422000142
22402,15,455,NA,NA,NA,NA,NA
22403,18,638,NA,NA,NA,NA,NA
22407,2,7,ZCTA5 22407,population,62301,1761,0.11235774706666025
22502,18,571,NA,NA,NA,NA,NA
22550,5,20,NA,NA,NA,NA,NA
22551,2,55,ZCTA5 22551,population,22035,1477,2.4960290447016114
22554,2,29,ZCTA5 22554,population,62257,1899,0.4658110734535876
22601,14,226,ZCTA5 22601,population,29306,385,7.711731386064287
22602,2,29.64,ZCTA5 22602,population,32032,1317,0.9253246753246753
22613,5,155,NA,NA,NA,NA,NA
22617,21,179,NA,NA,NA,NA,NA
22651,1,3,NA,NA,NA,NA,NA
22654,2,1000,ZCTA5 22654,population,1283,385,779.423226812159
22658,13,130,NA,NA,NA,NA,NA
22661,2,12,NA,NA,NA,NA,NA
22663,5,35,ZCTA5 22663,population,1076,317,32.5278810408922
22701,1,10,ZCTA5 22701,population,35749,1075,0.2797281042826373
22702,7,435,NA,NA,NA,NA,NA
22703,16,194,NA,NA,NA,NA,NA
22704,6,118,NA,NA,NA,NA,NA
22714,1,250,ZCTA5 22714,population,1034,353,241.77949709864603
22738,8,193,ZCTA5 22738,population,1106,334,174.50271247739602
22740,1,48.26,ZCTA5 22740,population,861,315,56.051103368176534
22745,1,15,NA,NA,NA,NA,NA
22750,1,250,NA,NA,NA,NA,NA
22769,9,163.5,NA,NA,NA,NA,NA
22770,1,20,NA,NA,NA,NA,NA
22771,82,1133.18,NA,NA,NA,NA,NA
22774,2,75,NA,NA,NA,NA,NA
22787,3,175,NA,NA,NA,NA,NA
22791,4,60,NA,NA,NA,NA,NA
22793,3,50,NA,NA,NA,NA,NA
22801,5,275,ZCTA5 22801,population,39154,1691,7.023548041068601
22804,8,160,NA,NA,NA,NA,NA
22807,2,1100,ZCTA5 22807,population,5601,152,196.39350116050704
22811,10,500,ZCTA5 22811,population,436,187,1146.7889908256882
22815,1,15,ZCTA5 22815,population,8954,571,1.6752289479562206
22817,7,17200,NA,NA,NA,NA,NA
22842,1,20,ZCTA5 22842,population,5647,623,3.541703559412077
22875,1,50,NA,NA,NA,NA,NA
22910,33,12299,NA,NA,NA,NA,NA
22913,13,457,NA,NA,NA,NA,NA
22915,6,330,NA,NA,NA,NA,NA
