zip,donations,total,NAME,variable,estimate,moe,per_capita
21714,12,290.82000000000005,ZCTA5 21714,population,272,174,1069.1911764705883
21715,22,502.48,ZCTA5 21715,population,12,22,41873.333333333336
21716,540,16379.819999999992,ZCTA5 21716,population,6630,344,2470.56108597285
21717,54,1939.79,ZCTA5 21717,population,209,158,9281.291866028709
21718,6,494.52,ZCTA5 21718,population,143,42,3458.181818181818
21719,58,2473.4699999999993,ZCTA5 21719,population,1145,252,2160.2358078602615
21720,6,386.2199999999999,NA,NA,NA,NA,NA
21721,45,432.32,NA,NA,NA,NA,NA
21722,317,9866.599999999997,ZCTA5 21722,population,6709,1209,1470.651363839618
21723,215,3686.479999999998,ZCTA5 21723,population,689,207,5350.478955007255
21727,756,28446.509999999995,ZCTA5 21727,population,6588,422,4317.928051001821
21733,22,980.28,ZCTA5 21733,population,1202,437,815.5407653910149
21734,64,1267.72,ZCTA5 21734,population,861,226,1472.3809523809523
21737,149,9376.609999999995,ZCTA5 21737,population,2406,638,3897.177888611802
21738,1641,31309.770000000022,ZCTA5 21738,population,3786,551,8269.881141045964
21740,41865,136944.65000000247,ZCTA5 21740,population,62760,1925,2182.0371255577197
21741,22,466.39,NA,NA,NA,NA,NA
21742,5487,163741.37000000075,ZCTA5 21742,population,34549,1599,4739.3953515297335
21746,9,552.02,ZCTA5 21746,population,2613,675,211.25908916953694
21750,165,5061.7199999999975,ZCTA5 21750,population,3613,508,1400.9742596180452
21754,1220,39970.79999999996,ZCTA5 21754,population,7260,804,5505.619834710738
21755,504,21364.609999999982,ZCTA5 21755,population,5706,642,3744.23589204346
21756,336,22238.630000000005,ZCTA5 21756,population,3303,567,6732.858007871633
21757,196,10792.840000000004,ZCTA5 21757,population,2722,484,3965.0404114621615
21758,1294,30557.549999999916,ZCTA5 21758,population,4610,740,6628.535791757032
21762,53,2202.48,ZCTA5 21762,population,176,184,12514.090909090908
21765,6,551.1,NA,NA,NA,NA,NA
21766,177,1711.669999999999,ZCTA5 21766,population,544,177,3146.4522058823513
21767,271,2927.9700000000003,ZCTA5 21767,population,873,322,3353.9175257731963
21769,1570,39481.69999999997,ZCTA5 21769,population,12562,852,3142.9469829644936
21770,723,20556.359999999997,ZCTA5 21770,population,7786,1211,2640.1695350629334
21771,6746,150894.49000000267,ZCTA5 21771,population,31653,2013,4767.146557988269
21773,402,13039.27,ZCTA5 21773,population,5553,623,2348.1487484242753
21774,2844,60800.73000000003,ZCTA5 21774,population,15096,1015,4027.6053259141518
21776,1147,15895.469999999972,ZCTA5 21776,population,6434,715,2470.5424308361785
21777,105,5306.590000000001,ZCTA5 21777,population,2360,443,2248.5550847457635
21778,138,3602.839999999998,ZCTA5 21778,population,880,260,4094.136363636361
21779,121,6273.829999999999,ZCTA5 21779,population,1731,677,3624.396302715193
21780,106,3914.229999999999,ZCTA5 21780,population,1975,447,1981.8886075949363
21782,271,8791.65,ZCTA5 21782,population,4389,715,2003.11004784689
21783,718,14984.93999999998,ZCTA5 21783,population,9866,949,1518.8465436853821
21784,6982,355008.319999996,ZCTA5 21784,population,37219,1401,9538.362664230528
21787,1154,26892.229999999985,ZCTA5 21787,population,10879,601,2471.9395164996768
21788,986,20376.15,ZCTA5 21788,population,11412,864,1785.5021030494217
21791,1011,16003.319999999983,ZCTA5 21791,population,4855,783,3296.2554067971128
21793,1537,46443.080000000016,ZCTA5 21793,population,10882,788,4267.880904245545
21794,384,21564.38999999999,ZCTA5 21794,population,2309,465,9339.27674317886
21795,917,23988.369999999977,ZCTA5 21795,population,9772,1035,2454.8065902578774
21797,2300,90915.01000000056,ZCTA5 21797,population,9034,775,10063.649546159017
21798,453,9415.339999999993,ZCTA5 21798,population,2699,585,3488.454983327156
21801,2279,50766.34,ZCTA5 21801,population,30766,1652,1650.079308327374
21802,43,2320.959999999999,NA,NA,NA,NA,NA
21804,4477,63720.600000000406,ZCTA5 21804,population,38722,1490,1645.5916533237025
21810,75,2913.13,ZCTA5 21810,population,160,137,18207.0625
21811,3477,115303.71000000108,ZCTA5 21811,population,24456,739,4714.741167811624
21813,503,11720.36,ZCTA5 21813,population,2927,541,4004.2227536727023
21814,5,267.12,ZCTA5 21814,population,81,91,3297.777777777778
21817,551,19574.94999999999,ZCTA5 21817,population,4138,534,4730.53407443209
21821,73,5392.68,ZCTA5 21821,population,765,218,7049.254901960785
21822,182,10207.600000000002,ZCTA5 21822,population,2686,755,3800.29784065525
21824,8,294.93,ZCTA5 21824,population,253,150,1165.7312252964427
21826,1033,11213.05,ZCTA5 21826,population,5569,94,2013.4763871431135
21829,6,113.99,ZCTA5 21829,population,394,222,289.3147208121827
21830,231,9891.73,ZCTA5 21830,population,4837,844,2045.0134380814554
21835,19,622.25,ZCTA5 21835,population,382,130,1628.9267015706805
21837,85,2525.719999999999,ZCTA5 21837,population,3165,441,798.0157977883093
21838,168,2872.4799999999996,ZCTA5 21838,population,2219,459,1294.4930148715637
21840,8,342.2,ZCTA5 21840,population,541,357,632.532347504621
21841,80,2151.8799999999997,ZCTA5 21841,population,988,309,2178.0161943319836
21842,6872,94323.41000000104,ZCTA5 21842,population,10951,524,8613.223449913345
21843,164,18116.730000000003,NA,NA,NA,NA,NA
21849,320,9043.979999999998,ZCTA5 21849,population,3366,699,2686.8627450980384
21850,98,1950.46,ZCTA5 21850,population,3628,518,537.6130099228225
21851,1760,13319.82000000002,ZCTA5 21851,population,7072,556,1883.4587104072427
21852,2,2,NA,NA,NA,NA,NA
21853,189,7985.15,ZCTA5 21853,population,10659,673,749.1462613753636
21856,116,1575.8899999999996,ZCTA5 21856,population,924,347,1705.5086580086577
21861,30,750.4300000000003,ZCTA5 21861,population,776,188,967.0489690721653
21862,7,266.86,ZCTA5 21862,population,0,13,Inf
21863,502,14885.14,ZCTA5 21863,population,4913,619,3029.745572969672
21864,62,422.49,ZCTA5 21864,population,778,287,543.0462724935733
21865,553,5861.259999999992,ZCTA5 21865,population,393,173,14914.147582697182
21869,162,3811.920000000001,ZCTA5 21869,population,943,213,4042.3329798515388
21871,6748,28618.619999999828,ZCTA5 21871,population,1747,313,16381.579851173341
21872,67,1340.1700000000003,ZCTA5 21872,population,573,353,2338.865619546248
21874,289,5033.470000000003,ZCTA5 21874,population,2222,493,2265.288028802882
21875,571,7865.319999999991,ZCTA5 21875,population,7446,784,1056.3147998925585
21901,1807,37834.40000000001,ZCTA5 21901,population,19938,1527,1897.6025679606785
21903,722,9080.169999999973,ZCTA5 21903,population,5332,361,1702.957614403596
21904,429,10706.209999999994,ZCTA5 21904,population,5975,651,1791.83430962343
21911,2860,39679.05000000002,ZCTA5 21911,population,10804,826,3672.625879303963
21912,116,4251.120000000001,ZCTA5 21912,population,1495,465,2843.558528428094
21913,40,1308.4999999999995,ZCTA5 21913,population,878,308,1490.318906605922
21914,28,1399.7300000000002,ZCTA5 21914,population,740,256,1891.5270270270275
21915,262,10522.589999999998,ZCTA5 21915,population,2469,415,4261.883353584446
21917,138,3712.3899999999994,ZCTA5 21917,population,1884,557,1970.4830148619953
21918,682,13136.439999999982,ZCTA5 21918,population,4462,668,2944.069923800982
21919,193,7736.6,ZCTA5 21919,population,3451,578,2241.8429440741816
21920,8,227.88,ZCTA5 21920,population,1089,595,209.25619834710744
21921,6986,117748.40000000056,ZCTA5 21921,population,45081,1659,2611.92963776315
21922,22,455.97,NA,NA,NA,NA,NA
21930,1,312.3,ZCTA5 21930,population,27,42,11566.666666666666
22093,2,90,NA,NA,NA,NA,NA
22312,25,2183.76,ZCTA5 22312,population,26573,1353,82.179656041847
22905,1,47,NA,NA,NA,NA,NA
26876,1,1,NA,NA,NA,NA,NA
27549,1,30,ZCTA5 27549,population,25193,1418,1.1908069701901323
28852,16,268,NA,NA,NA,NA,NA
28878,8,146.55,NA,NA,NA,NA,NA
30328,10,88.02,ZCTA5 30328,population,39026,1845,2.2554194639471117
33371,1,1,NA,NA,NA,NA,NA
35791,1,1,NA,NA,NA,NA,NA
35827,1,1,NA,NA,NA,NA,NA
36339,1,1,NA,NA,NA,NA,NA
36362,6,120,ZCTA5 36362,population,5422,394,22.132054592401328
37535,1,1,NA,NA,NA,NA,NA
40752,1,1,NA,NA,NA,NA,NA
41880,1,1,NA,NA,NA,NA,NA
42941,1,1,NA,NA,NA,NA,NA
44593,1,1,NA,NA,NA,NA,NA
46432,1,1,NA,NA,NA,NA,NA
55094,1,1,NA,NA,NA,NA,NA
57404,1,1,NA,NA,NA,NA,NA
57876,1,1,NA,NA,NA,NA,NA
59573,1,1,NA,NA,NA,NA,NA
63584,1,1,NA,NA,NA,NA,NA
68775,1,1,NA,NA,NA,NA,NA
70109,1,1,NA,NA,NA,NA,NA
70287,1,1,NA,NA,NA,NA,NA
70960,1,1,NA,NA,NA,NA,NA
71990,1,1,NA,NA,NA,NA,NA
72605,1,1,NA,NA,NA,NA,NA
75177,1,1,NA,NA,NA,NA,NA
75690,1,1,NA,NA,NA,NA,NA
76381,1,1,NA,NA,NA,NA,NA
79023,1,1,NA,NA,NA,NA,NA
79644,1,1,NA,NA,NA,NA,NA
81779,1,1,NA,NA,NA,NA,NA
83486,1,1,NA,NA,NA,NA,NA
86119,1,1,NA,NA,NA,NA,NA
87963,1,1,NA,NA,NA,NA,NA
88952,1,1,NA,NA,NA,NA,NA
89707,1,1,NA,NA,NA,NA,NA
92348,1,1,NA,NA,NA,NA,NA
97645,1,1,NA,NA,NA,NA,NA
98598,1,1,NA,NA,NA,NA,NA
98677,1,1,NA,NA,NA,NA,NA
